periode_data,tanggal,ruas_jalan,kecepatan,hari
202303,3/29/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.42,Rabu
202303,3/29/2023,jalan suryopranoto,24.3,Rabu
202303,3/29/2023,jalan balikpapan,37.96,Rabu
202303,3/29/2023,jalan kyai caringin,32.18,Rabu
202303,3/29/2023,jalan tomang raya,21.84,Rabu
202303,3/29/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,30.63,Rabu
202303,3/29/2023,jalan gatot subroto,24.1,Rabu
202303,3/29/2023,jalan m.t. haryono,37.77,Rabu
202303,3/29/2023,jalan h.r. rasuna said,29.4,Rabu
202303,3/27/2023,jalan d.i. panjaitan,28.95,Senin
202303,3/29/2023,jalan d.i. panjaitan,30.07,Rabu
202303,3/29/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.4,Rabu
202303,3/29/2023,jalan pramuka,25.25,Rabu
202303,3/29/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,30.2,Rabu
202303,3/29/2023,jalan kramat raya,33.88,Rabu
202303,3/29/2023,jalan st. senen,40.95,Rabu
202303,3/29/2023,jalan gunung sahari,26.56,Rabu
202303,3/30/2023,jalan pintu besar selatan,17.37,Kamis
202303,3/30/2023,jalan gajah mada,17,Kamis
202303,3/30/2023,jalan hayam wuruk,17.74,Kamis
202303,3/30/2023,jalan majapahit,27.74,Kamis
202303,3/30/2023,jalan medan merdeka barat,29.99,Kamis
202303,3/30/2023,jalan m.h. thamrin,26.5,Kamis
202303,3/30/2023,jalan jenderal sudirman,29.14,Kamis
202303,3/30/2023,jalan sisingamangaraja,33.4,Kamis
202303,3/30/2023,jalan panglima polim,25.27,Kamis
202303,3/30/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.1,Kamis
202303,3/30/2023,jalan suryopranoto,25.56,Kamis
202303,3/30/2023,jalan balikpapan,38.16,Kamis
202303,3/30/2023,jalan kyai caringin,33.66,Kamis
202303,3/30/2023,jalan tomang raya,23.03,Kamis
202303,3/30/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,30.61,Kamis
202303,3/30/2023,jalan gatot subroto,23.56,Kamis
202303,3/30/2023,jalan m.t. haryono,37.48,Kamis
202303,3/30/2023,jalan h.r. rasuna said,28.48,Kamis
202303,3/30/2023,jalan d.i. panjaitan,29.02,Kamis
202303,3/30/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27,Kamis
202303,3/30/2023,jalan pramuka,24.98,Kamis
202303,3/30/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,30.23,Kamis
202303,3/30/2023,jalan kramat raya,33.79,Kamis
202303,3/30/2023,jalan st. senen,40.97,Kamis
202303,3/30/2023,jalan gunung sahari,24.26,Kamis
202303,3/31/2023,jalan pintu besar selatan,16.93,Jumat
202303,3/31/2023,jalan gajah mada,16.02,Jumat
202303,3/31/2023,jalan hayam wuruk,17.85,Jumat
202303,3/31/2023,jalan majapahit,26.49,Jumat
202303,3/31/2023,jalan medan merdeka barat,30.54,Jumat
202303,3/31/2023,jalan m.h. thamrin,28.41,Jumat
202303,3/31/2023,jalan jenderal sudirman,31.23,Jumat
202303,3/31/2023,jalan sisingamangaraja,34.64,Jumat
202303,3/31/2023,jalan panglima polim,25.86,Jumat
202303,3/31/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.21,Jumat
202303,3/31/2023,jalan suryopranoto,26.87,Jumat
202303,3/31/2023,jalan balikpapan,39.99,Jumat
202303,3/31/2023,jalan kyai caringin,35,Jumat
202303,3/31/2023,jalan tomang raya,23.44,Jumat
202303,3/31/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,32.18,Jumat
202303,3/31/2023,jalan gatot subroto,24.07,Jumat
202303,3/31/2023,jalan m.t. haryono,38.04,Jumat
202303,3/31/2023,jalan h.r. rasuna said,30.88,Jumat
202303,3/31/2023,jalan d.i. panjaitan,30.2,Jumat
202303,3/31/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.94,Jumat
202303,3/31/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,32.08,Jumat
202303,3/31/2023,jalan kramat raya,34.4,Jumat
202303,3/31/2023,jalan st. senen,41.34,Jumat
202303,3/31/2023,jalan gunung sahari,26.62,Jumat
202311,11/13/2023,jalan kramat raya,35.35,Senin
202311,11/13/2023,jalan st. senen,40.94,Senin
202311,11/13/2023,jalan gunung sahari,25.29,Senin
202311,11/14/2023,jalan pintu besar selatan,12.27,Selasa
202311,11/14/2023,jalan gajah mada,0,Selasa
202311,11/14/2023,jalan hayam wuruk,24.54,Selasa
202311,11/14/2023,jalan majapahit,25.44,Selasa
202311,11/14/2023,jalan medan merdeka barat,30.5,Selasa
202311,11/14/2023,jalan m.h. thamrin,31.04,Selasa
202311,11/14/2023,jalan jenderal sudirman,26.78,Selasa
202311,11/14/2023,jalan sisingamangaraja,32.6,Selasa
202311,11/14/2023,jalan panglima polim,25.52,Selasa
202311,11/14/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.49,Selasa
202311,11/14/2023,jalan suryopranoto,25.9,Selasa
202311,11/14/2023,jalan balikpapan,40.12,Selasa
202311,11/14/2023,jalan kyai caringin,32.63,Selasa
202311,11/14/2023,jalan tomang raya,22.81,Selasa
202311,11/14/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.17,Selasa
202311,11/14/2023,jalan gatot subroto,23.4,Selasa
202311,11/14/2023,jalan m.t. haryono,39.34,Selasa
202311,11/14/2023,jalan h.r. rasuna said,27.92,Selasa
202311,11/14/2023,jalan d.i. panjaitan,29.44,Selasa
202311,11/14/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.77,Selasa
202311,11/14/2023,jalan pramuka,25.27,Selasa
202311,11/14/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,30.6,Selasa
202311,11/14/2023,jalan kramat raya,34.08,Selasa
202311,11/14/2023,jalan st. senen,39.58,Selasa
202311,11/14/2023,jalan gunung sahari,25.46,Selasa
202311,11/15/2023,jalan pintu besar selatan,12.25,Rabu
202311,11/15/2023,jalan gajah mada,0,Rabu
202311,11/15/2023,jalan hayam wuruk,24.49,Rabu
202311,11/15/2023,jalan majapahit,25.12,Rabu
202311,11/15/2023,jalan medan merdeka barat,31.18,Rabu
202311,11/15/2023,jalan m.h. thamrin,28.71,Rabu
202311,11/15/2023,jalan jenderal sudirman,25.03,Rabu
202311,11/15/2023,jalan sisingamangaraja,30.61,Rabu
202311,11/15/2023,jalan panglima polim,26.03,Rabu
202311,11/15/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.3,Rabu
202311,11/15/2023,jalan suryopranoto,24.11,Rabu
202311,11/15/2023,jalan balikpapan,38.69,Rabu
202311,11/15/2023,jalan kyai caringin,31.74,Rabu
202311,11/15/2023,jalan tomang raya,23.65,Rabu
202311,11/15/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.52,Rabu
202311,11/15/2023,jalan gatot subroto,22.14,Rabu
202311,11/15/2023,jalan m.t. haryono,36.86,Rabu
202303,3/31/2023,jalan pramuka,26.01,Jumat
202311,11/15/2023,jalan h.r. rasuna said,27.24,Rabu
202311,11/15/2023,jalan d.i. panjaitan,30.7,Rabu
202311,11/15/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.91,Rabu
202311,11/15/2023,jalan pramuka,25.4,Rabu
202311,11/15/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,30.32,Rabu
202311,11/15/2023,jalan kramat raya,33.86,Rabu
202311,11/15/2023,jalan st. senen,40.27,Rabu
202311,11/15/2023,jalan gunung sahari,26.08,Rabu
202311,11/16/2023,jalan pintu besar selatan,12.12,Kamis
202311,11/16/2023,jalan gajah mada,0,Kamis
202311,11/16/2023,jalan hayam wuruk,24.25,Kamis
202311,11/16/2023,jalan majapahit,25.62,Kamis
202311,11/16/2023,jalan medan merdeka barat,31.07,Kamis
202311,11/16/2023,jalan m.h. thamrin,28.28,Kamis
202311,11/16/2023,jalan jenderal sudirman,26.25,Kamis
202311,11/16/2023,jalan sisingamangaraja,33.43,Kamis
202311,11/16/2023,jalan panglima polim,25.28,Kamis
202311,11/16/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.79,Kamis
202311,11/16/2023,jalan suryopranoto,26.79,Kamis
202311,11/16/2023,jalan balikpapan,40.85,Kamis
202311,11/16/2023,jalan kyai caringin,31.6,Kamis
202311,11/16/2023,jalan tomang raya,21.74,Kamis
202311,11/16/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,30.12,Kamis
202311,11/16/2023,jalan gatot subroto,24.26,Kamis
202311,11/16/2023,jalan m.t. haryono,40.47,Kamis
202311,11/16/2023,jalan h.r. rasuna said,28.04,Kamis
202311,11/16/2023,jalan d.i. panjaitan,30.99,Kamis
202311,11/16/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.53,Kamis
202311,11/16/2023,jalan pramuka,25.02,Kamis
202311,11/16/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,31.42,Kamis
202311,11/16/2023,jalan kramat raya,34.89,Kamis
202311,11/16/2023,jalan st. senen,39.92,Kamis
202311,11/16/2023,jalan gunung sahari,23.4,Kamis
202311,11/17/2023,jalan pintu besar selatan,12.39,Jumat
202311,11/17/2023,jalan gajah mada,0,Jumat
202311,11/17/2023,jalan hayam wuruk,24.78,Jumat
202311,11/17/2023,jalan majapahit,25.82,Jumat
202311,11/17/2023,jalan medan merdeka barat,30.66,Jumat
202311,11/17/2023,jalan m.h. thamrin,27.5,Jumat
202311,11/17/2023,jalan jenderal sudirman,27.92,Jumat
202311,11/17/2023,jalan sisingamangaraja,32.11,Jumat
202311,11/17/2023,jalan panglima polim,21.97,Jumat
202311,11/17/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,21.96,Jumat
202311,11/17/2023,jalan suryopranoto,26.49,Jumat
202311,11/17/2023,jalan balikpapan,38.74,Jumat
202311,11/17/2023,jalan kyai caringin,31.63,Jumat
202311,11/17/2023,jalan tomang raya,22.4,Jumat
202311,11/17/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.22,Jumat
202311,11/17/2023,jalan gatot subroto,25.44,Jumat
202311,11/17/2023,jalan m.t. haryono,40.62,Jumat
202311,11/17/2023,jalan h.r. rasuna said,27.71,Jumat
202311,11/17/2023,jalan d.i. panjaitan,30.3,Jumat
202311,11/17/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.75,Jumat
202311,11/17/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,31.53,Jumat
202311,11/17/2023,jalan kramat raya,34.09,Jumat
202311,11/17/2023,jalan st. senen,40.57,Jumat
202311,11/17/2023,jalan gunung sahari,24.13,Jumat
202311,11/18/2023,jalan pintu besar selatan,11.72,Sabtu
202311,11/18/2023,jalan gajah mada,0,Sabtu
202311,11/18/2023,jalan hayam wuruk,23.44,Sabtu
202311,11/18/2023,jalan majapahit,27.71,Sabtu
202311,11/18/2023,jalan medan merdeka barat,32.87,Sabtu
202311,11/18/2023,jalan m.h. thamrin,30.35,Sabtu
202311,11/18/2023,jalan jenderal sudirman,32.17,Sabtu
202311,11/18/2023,jalan sisingamangaraja,32.55,Sabtu
202311,11/18/2023,jalan panglima polim,25.07,Sabtu
202311,11/18/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.21,Sabtu
202311,11/18/2023,jalan suryopranoto,29.31,Sabtu
202311,11/18/2023,jalan balikpapan,40.49,Sabtu
202311,11/18/2023,jalan kyai caringin,29.78,Sabtu
202311,11/18/2023,jalan tomang raya,19.23,Sabtu
202311,11/18/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.56,Sabtu
202311,11/18/2023,jalan gatot subroto,28.04,Sabtu
202311,11/18/2023,jalan m.t. haryono,38.64,Sabtu
202311,11/18/2023,jalan h.r. rasuna said,30.05,Sabtu
202311,11/18/2023,jalan d.i. panjaitan,30.06,Sabtu
202311,11/18/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.26,Sabtu
202311,11/18/2023,jalan pramuka,22.96,Sabtu
202311,11/18/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,34.4,Sabtu
202311,11/18/2023,jalan kramat raya,35.77,Sabtu
202311,11/18/2023,jalan st. senen,40.67,Sabtu
202311,11/18/2023,jalan gunung sahari,25.17,Sabtu
202311,11/19/2023,jalan pintu besar selatan,11.77,Minggu
202311,11/19/2023,jalan gajah mada,0,Minggu
202311,11/19/2023,jalan hayam wuruk,23.54,Minggu
202311,11/19/2023,jalan majapahit,28.37,Minggu
202311,11/19/2023,jalan medan merdeka barat,29.97,Minggu
202311,11/19/2023,jalan m.h. thamrin,31.56,Minggu
202311,11/19/2023,jalan jenderal sudirman,31.36,Minggu
202311,11/19/2023,jalan sisingamangaraja,29.09,Minggu
202311,11/19/2023,jalan panglima polim,25.75,Minggu
202311,11/19/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,26.58,Minggu
202311,11/19/2023,jalan suryopranoto,31.47,Minggu
202311,11/19/2023,jalan balikpapan,44.16,Minggu
202311,11/19/2023,jalan kyai caringin,32.54,Minggu
202311,11/19/2023,jalan tomang raya,23.57,Minggu
202311,11/19/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,32.37,Minggu
202311,11/19/2023,jalan gatot subroto,31.67,Minggu
202311,11/19/2023,jalan m.t. haryono,40.82,Minggu
202311,11/19/2023,jalan h.r. rasuna said,31.2,Minggu
202311,11/19/2023,jalan d.i. panjaitan,32.18,Minggu
202311,11/19/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.62,Minggu
202311,11/19/2023,jalan pramuka,25.06,Minggu
202311,11/17/2023,jalan pramuka,25.56,Jumat
202311,11/19/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,37.96,Minggu
202311,11/19/2023,jalan kramat raya,38.53,Minggu
202311,11/19/2023,jalan st. senen,42.37,Minggu
202311,11/19/2023,jalan gunung sahari,25.23,Minggu
202311,11/20/2023,jalan pintu besar selatan,12.49,Senin
202311,11/20/2023,jalan gajah mada,0,Senin
202311,11/20/2023,jalan hayam wuruk,24.99,Senin
202311,11/20/2023,jalan majapahit,26.38,Senin
202311,11/20/2023,jalan medan merdeka barat,31.35,Senin
202311,11/20/2023,jalan m.h. thamrin,29.18,Senin
202311,11/20/2023,jalan jenderal sudirman,28.73,Senin
202311,11/20/2023,jalan sisingamangaraja,33.75,Senin
202311,11/20/2023,jalan panglima polim,26.16,Senin
202311,11/20/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,24.33,Senin
202311,11/20/2023,jalan suryopranoto,27.49,Senin
202311,11/20/2023,jalan balikpapan,40.31,Senin
202311,11/20/2023,jalan kyai caringin,33.21,Senin
202311,11/20/2023,jalan tomang raya,22.14,Senin
202311,11/20/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,30.46,Senin
202311,11/20/2023,jalan gatot subroto,25.51,Senin
202311,11/20/2023,jalan m.t. haryono,41.12,Senin
202311,11/20/2023,jalan h.r. rasuna said,28.48,Senin
202311,11/20/2023,jalan d.i. panjaitan,31.04,Senin
202311,11/20/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.06,Senin
202311,11/20/2023,jalan pramuka,24.48,Senin
202311,11/20/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,32.25,Senin
202311,11/20/2023,jalan kramat raya,35.79,Senin
202311,11/20/2023,jalan st. senen,40.63,Senin
202311,11/20/2023,jalan gunung sahari,25.41,Senin
202311,11/21/2023,jalan pintu besar selatan,12.36,Selasa
202311,11/21/2023,jalan gajah mada,0,Selasa
202311,11/21/2023,jalan hayam wuruk,24.72,Selasa
202311,11/21/2023,jalan majapahit,25.21,Selasa
202311,11/21/2023,jalan medan merdeka barat,30.93,Selasa
202311,11/21/2023,jalan m.h. thamrin,30.1,Selasa
202311,11/21/2023,jalan jenderal sudirman,26.36,Selasa
202311,11/21/2023,jalan sisingamangaraja,32.67,Selasa
202311,11/21/2023,jalan panglima polim,25.98,Selasa
202311,11/21/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.42,Selasa
202311,11/21/2023,jalan suryopranoto,26.11,Selasa
202311,11/21/2023,jalan balikpapan,40.04,Selasa
202311,11/21/2023,jalan kyai caringin,33.45,Selasa
202311,11/21/2023,jalan tomang raya,21.85,Selasa
202311,11/21/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,30.57,Selasa
202311,11/21/2023,jalan gatot subroto,24.35,Selasa
202311,11/21/2023,jalan m.t. haryono,38.8,Selasa
202311,11/21/2023,jalan h.r. rasuna said,27.08,Selasa
202311,11/21/2023,jalan d.i. panjaitan,30.96,Selasa
202311,11/21/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.65,Selasa
202311,11/21/2023,jalan pramuka,24.72,Selasa
202311,11/21/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,31.4,Selasa
202311,11/26/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.73,Minggu
202311,11/26/2023,jalan pramuka,24.89,Minggu
202311,11/26/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,38.12,Minggu
202311,11/26/2023,jalan kramat raya,38.96,Minggu
202311,11/26/2023,jalan st. senen,42.6,Minggu
202311,11/26/2023,jalan gunung sahari,26.23,Minggu
202311,11/27/2023,jalan pintu besar selatan,12.48,Senin
202311,11/27/2023,jalan gajah mada,0,Senin
202311,11/27/2023,jalan hayam wuruk,24.95,Senin
202311,11/27/2023,jalan majapahit,25.97,Senin
202311,11/27/2023,jalan medan merdeka barat,31.77,Senin
202311,11/27/2023,jalan m.h. thamrin,30.71,Senin
202311,11/27/2023,jalan jenderal sudirman,27.91,Senin
202311,11/27/2023,jalan sisingamangaraja,32.95,Senin
202311,11/27/2023,jalan panglima polim,26.23,Senin
202311,11/27/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.27,Senin
202311,11/27/2023,jalan suryopranoto,27.07,Senin
202311,11/27/2023,jalan balikpapan,40.3,Senin
202311,11/27/2023,jalan kyai caringin,32.58,Senin
202311,11/27/2023,jalan tomang raya,21.75,Senin
202311,11/27/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.27,Senin
202311,11/27/2023,jalan gatot subroto,24.06,Senin
202311,11/27/2023,jalan m.t. haryono,40.76,Senin
202311,11/27/2023,jalan h.r. rasuna said,29.19,Senin
202311,11/27/2023,jalan d.i. panjaitan,30.24,Senin
202311,11/27/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.99,Senin
202311,11/27/2023,jalan pramuka,25.2,Senin
202311,11/27/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,32.78,Senin
202311,11/27/2023,jalan kramat raya,35.48,Senin
202311,11/27/2023,jalan st. senen,41.09,Senin
202311,11/27/2023,jalan gunung sahari,26.7,Senin
202311,11/28/2023,jalan pintu besar selatan,12.33,Selasa
202311,11/28/2023,jalan gajah mada,0,Selasa
202311,11/28/2023,jalan hayam wuruk,24.67,Selasa
202311,11/28/2023,jalan majapahit,25.9,Selasa
202311,11/28/2023,jalan medan merdeka barat,31.5,Selasa
202311,11/28/2023,jalan m.h. thamrin,30.53,Selasa
202311,11/28/2023,jalan jenderal sudirman,26.75,Selasa
202311,11/28/2023,jalan sisingamangaraja,33.42,Selasa
202311,11/28/2023,jalan panglima polim,25.67,Selasa
202311,11/28/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,23.08,Selasa
202311,11/28/2023,jalan suryopranoto,26.24,Selasa
202311,11/28/2023,jalan balikpapan,38.55,Selasa
202311,11/28/2023,jalan kyai caringin,33,Selasa
202311,11/28/2023,jalan tomang raya,21.59,Selasa
202311,11/28/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,35.02,Selasa
202311,11/28/2023,jalan gatot subroto,24.52,Selasa
202311,11/28/2023,jalan m.t. haryono,39.05,Selasa
202311,11/28/2023,jalan h.r. rasuna said,26.88,Selasa
202311,11/28/2023,jalan d.i. panjaitan,29.35,Selasa
202311,11/28/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.65,Selasa
202311,11/28/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,31.28,Selasa
202311,11/28/2023,jalan kramat raya,35.8,Selasa
202311,11/28/2023,jalan st. senen,40.48,Selasa
202311,11/28/2023,jalan gunung sahari,24.19,Selasa
202311,11/29/2023,jalan pintu besar selatan,11.5,Rabu
202311,11/29/2023,jalan gajah mada,0,Rabu
202311,11/29/2023,jalan hayam wuruk,22.99,Rabu
202311,11/29/2023,jalan majapahit,24.84,Rabu
202311,11/29/2023,jalan medan merdeka barat,31.58,Rabu
202311,11/29/2023,jalan m.h. thamrin,29.21,Rabu
202311,11/29/2023,jalan jenderal sudirman,26.15,Rabu
202311,11/29/2023,jalan sisingamangaraja,32.85,Rabu
202311,11/29/2023,jalan panglima polim,25.37,Rabu
202311,11/29/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,21.96,Rabu
202311,11/29/2023,jalan suryopranoto,25.91,Rabu
202311,11/29/2023,jalan balikpapan,39,Rabu
202312,12/5/2023,jalan hayam wuruk,24.97,Selasa
202312,12/5/2023,jalan majapahit,24.47,Selasa
202312,12/5/2023,jalan medan merdeka barat,22.46,Selasa
202312,12/5/2023,jalan m.h. thamrin,31.08,Selasa
202312,12/5/2023,jalan jenderal sudirman,26.51,Selasa
202312,12/5/2023,jalan sisingamangaraja,32.24,Selasa
202312,12/5/2023,jalan panglima polim,25.91,Selasa
202312,12/5/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.5,Selasa
202312,12/5/2023,jalan suryopranoto,27.06,Selasa
202312,12/5/2023,jalan balikpapan,30.59,Selasa
202312,12/5/2023,jalan kyai caringin,39.16,Selasa
202312,12/5/2023,jalan tomang raya,22.01,Selasa
202312,12/5/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,28.98,Selasa
202312,12/5/2023,jalan gatot subroto,24.68,Selasa
202312,12/5/2023,jalan m.t. haryono,38.69,Selasa
202312,12/5/2023,jalan h.r. rasuna said,27.67,Selasa
202312,12/5/2023,jalan d.i. panjaitan,31.21,Selasa
202312,12/5/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.1,Selasa
202312,12/5/2023,jalan pramuka,29.41,Selasa
202312,12/5/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,32.59,Selasa
202312,12/5/2023,jalan kramat raya,23.88,Selasa
202312,12/5/2023,jalan st. senen,33.13,Selasa
202312,12/5/2023,jalan gunung sahari,24.76,Selasa
202312,12/6/2023,jalan pintu besar selatan,12.39,Rabu
202312,12/6/2023,jalan gajah mada,0,Rabu
202312,12/6/2023,jalan hayam wuruk,24.78,Rabu
202312,12/6/2023,jalan majapahit,24.35,Rabu
202312,12/6/2023,jalan medan merdeka barat,22.04,Rabu
202312,12/6/2023,jalan m.h. thamrin,30.54,Rabu
202312,12/6/2023,jalan jenderal sudirman,26.82,Rabu
202312,12/6/2023,jalan sisingamangaraja,31.38,Rabu
202312,12/6/2023,jalan panglima polim,26.1,Rabu
202312,12/6/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,21.57,Rabu
202311,11/28/2023,jalan pramuka,25.12,Selasa
202312,12/6/2023,jalan suryopranoto,26.56,Rabu
202312,12/6/2023,jalan balikpapan,30.18,Rabu
202311,11/26/2023,jalan hayam wuruk,23.51,Minggu
202311,11/26/2023,jalan majapahit,28.67,Minggu
202311,11/26/2023,jalan gajah mada,0,Minggu
202311,11/26/2023,jalan medan merdeka barat,31.92,Minggu
202311,11/26/2023,jalan m.h. thamrin,31.26,Minggu
202311,11/26/2023,jalan jenderal sudirman,32.02,Minggu
202311,11/26/2023,jalan sisingamangaraja,29.7,Minggu
202311,11/26/2023,jalan panglima polim,24.99,Minggu
202311,11/26/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,25.99,Minggu
202311,11/26/2023,jalan suryopranoto,32.23,Minggu
202311,11/26/2023,jalan balikpapan,44.67,Minggu
202311,11/26/2023,jalan kyai caringin,32.98,Minggu
202311,11/26/2023,jalan tomang raya,23.33,Minggu
202311,11/26/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,28.32,Minggu
202311,11/26/2023,jalan gatot subroto,31.97,Minggu
202311,11/26/2023,jalan m.t. haryono,43.63,Minggu
202302,2/3/2023,jalan gajah mada,12.59,Jumat
202302,2/3/2023,jalan hayam wuruk,24.63,Jumat
202302,2/3/2023,jalan majapahit,27.12,Jumat
202302,2/3/2023,jalan medan merdeka barat,29.81,Jumat
202302,2/3/2023,jalan m.h. thamrin,25.79,Jumat
202302,2/3/2023,jalan jenderal sudirman,27.71,Jumat
202302,2/3/2023,jalan sisingamangaraja,31.49,Jumat
