periode_data,tanggal,ruas_jalan,kecepatan,hari
202303,3/17/2023,jalan kyai caringin,33.41,Jumat
202303,3/17/2023,jalan tomang raya,22.75,Jumat
202303,3/17/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.53,Jumat
202303,3/17/2023,jalan gatot subroto,23.1,Jumat
202303,3/17/2023,jalan m.t. haryono,37.21,Jumat
202303,3/17/2023,jalan h.r. rasuna said,30.39,Jumat
202303,3/17/2023,jalan d.i. panjaitan,29.81,Jumat
202303,3/17/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.92,Jumat
202303,3/17/2023,jalan pramuka,25.18,Jumat
202303,3/17/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,31.09,Jumat
202303,3/17/2023,jalan kramat raya,33.95,Jumat
202303,3/17/2023,jalan st. senen,40.66,Jumat
202303,3/17/2023,jalan gunung sahari,25.76,Jumat
202303,3/18/2023,jalan pintu besar selatan,14.94,Sabtu
202303,3/18/2023,jalan gajah mada,13.42,Sabtu
202303,3/18/2023,jalan hayam wuruk,16.45,Sabtu
202303,3/18/2023,jalan majapahit,27.94,Sabtu
202303,3/18/2023,jalan medan merdeka barat,31.34,Sabtu
202303,3/18/2023,jalan m.h. thamrin,29.42,Sabtu
202303,3/18/2023,jalan jenderal sudirman,33.64,Sabtu
202303,3/18/2023,jalan sisingamangaraja,35.06,Sabtu
202303,3/18/2023,jalan panglima polim,24.47,Sabtu
202303,3/18/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.51,Sabtu
202303,3/18/2023,jalan suryopranoto,27.64,Sabtu
202303,3/18/2023,jalan balikpapan,40.39,Sabtu
202303,3/18/2023,jalan kyai caringin,31.47,Sabtu
202303,3/18/2023,jalan tomang raya,22.47,Sabtu
202303,3/18/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,32.4,Sabtu
202303,3/18/2023,jalan gatot subroto,27.94,Sabtu
202303,3/18/2023,jalan m.t. haryono,39.71,Sabtu
202303,3/18/2023,jalan h.r. rasuna said,33.72,Sabtu
202303,3/18/2023,jalan d.i. panjaitan,29.57,Sabtu
202303,3/18/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.35,Sabtu
202303,3/18/2023,jalan pramuka,25.28,Sabtu
202303,3/18/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,34.66,Sabtu
202303,3/18/2023,jalan kramat raya,35.98,Sabtu
202303,3/18/2023,jalan st. senen,40.67,Sabtu
202303,3/18/2023,jalan gunung sahari,24.13,Sabtu
202303,3/19/2023,jalan pintu besar selatan,17.31,Minggu
202303,3/19/2023,jalan gajah mada,17.53,Minggu
202303,3/19/2023,jalan hayam wuruk,17.08,Minggu
202303,3/19/2023,jalan majapahit,29.1,Minggu
202303,3/19/2023,jalan medan merdeka barat,29.88,Minggu
202303,3/19/2023,jalan m.h. thamrin,27.67,Minggu
202303,3/19/2023,jalan jenderal sudirman,34.83,Minggu
202303,3/19/2023,jalan sisingamangaraja,33.98,Minggu
202303,3/19/2023,jalan panglima polim,26.27,Minggu
202303,3/19/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,24.37,Minggu
202303,3/19/2023,jalan suryopranoto,27.98,Minggu
202303,3/19/2023,jalan balikpapan,43.65,Minggu
202303,3/19/2023,jalan kyai caringin,33.43,Minggu
202303,3/19/2023,jalan tomang raya,27.13,Minggu
202303,3/19/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,33.36,Minggu
202303,3/19/2023,jalan gatot subroto,31.06,Minggu
202303,3/19/2023,jalan m.t. haryono,40.98,Minggu
202303,3/19/2023,jalan h.r. rasuna said,34.5,Minggu
202303,3/19/2023,jalan d.i. panjaitan,30.81,Minggu
202303,3/19/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.71,Minggu
202303,3/19/2023,jalan pramuka,25.95,Minggu
202303,3/19/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,37.11,Minggu
202303,3/19/2023,jalan kramat raya,35.28,Minggu
202303,3/19/2023,jalan st. senen,43.23,Minggu
202303,3/19/2023,jalan gunung sahari,26.78,Minggu
202303,3/20/2023,jalan pintu besar selatan,16.1,Senin
202303,3/20/2023,jalan gajah mada,16.51,Senin
202303,3/20/2023,jalan hayam wuruk,15.69,Senin
202303,3/20/2023,jalan majapahit,24.22,Senin
202303,3/20/2023,jalan medan merdeka barat,30.18,Senin
202303,3/20/2023,jalan m.h. thamrin,28.32,Senin
202303,3/20/2023,jalan jenderal sudirman,30.43,Senin
202303,3/20/2023,jalan sisingamangaraja,35.24,Senin
202303,3/20/2023,jalan panglima polim,26.29,Senin
202303,3/20/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.23,Senin
202303,3/20/2023,jalan suryopranoto,23.42,Senin
202303,3/20/2023,jalan balikpapan,35.93,Senin
202303,3/20/2023,jalan kyai caringin,35.22,Senin
202303,3/20/2023,jalan tomang raya,24.75,Senin
202303,3/20/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.66,Senin
202303,3/20/2023,jalan gatot subroto,24.04,Senin
202303,3/20/2023,jalan m.t. haryono,37.8,Senin
202303,3/20/2023,jalan h.r. rasuna said,30.75,Senin
202303,3/20/2023,jalan d.i. panjaitan,29.54,Senin
202303,3/20/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.04,Senin
202303,3/20/2023,jalan pramuka,25.48,Senin
202303,3/20/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,30.55,Senin
202303,3/20/2023,jalan kramat raya,31.22,Senin
202303,3/20/2023,jalan st. senen,40.82,Senin
202303,3/20/2023,jalan gunung sahari,27.18,Senin
202303,3/21/2023,jalan pintu besar selatan,15.67,Selasa
202303,3/21/2023,jalan gajah mada,15.31,Selasa
202303,3/21/2023,jalan hayam wuruk,16.03,Selasa
202303,3/21/2023,jalan majapahit,24.86,Selasa
202303,3/21/2023,jalan medan merdeka barat,29.53,Selasa
202303,3/21/2023,jalan m.h. thamrin,27.43,Selasa
202303,3/21/2023,jalan jenderal sudirman,26.89,Selasa
202303,3/21/2023,jalan sisingamangaraja,35.1,Selasa
202303,3/21/2023,jalan panglima polim,25.46,Selasa
202303,3/21/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,21.42,Selasa
202303,3/21/2023,jalan suryopranoto,25.73,Selasa
202303,3/21/2023,jalan balikpapan,37.14,Selasa
202303,3/21/2023,jalan kyai caringin,32.63,Selasa
202303,3/21/2023,jalan tomang raya,21.16,Selasa
202303,3/21/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,26.75,Selasa
202303,3/21/2023,jalan pramuka,25.06,Selasa
202303,3/21/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,28.75,Selasa
202303,3/21/2023,jalan kramat raya,31.25,Selasa
202303,3/21/2023,jalan st. senen,41.44,Selasa
202303,3/21/2023,jalan gunung sahari,27.14,Selasa
202303,3/22/2023,jalan pintu besar selatan,18.43,Rabu
202303,3/22/2023,jalan gajah mada,18.21,Rabu
202303,3/22/2023,jalan hayam wuruk,18.65,Rabu
202303,3/22/2023,jalan majapahit,29.98,Rabu
202303,3/22/2023,jalan medan merdeka barat,32.05,Rabu
202303,3/22/2023,jalan m.h. thamrin,30.89,Rabu
202303,3/22/2023,jalan jenderal sudirman,39.13,Rabu
202303,3/22/2023,jalan sisingamangaraja,35.67,Rabu
202303,3/22/2023,jalan panglima polim,27.89,Rabu
202303,3/22/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,25.21,Rabu
202303,3/22/2023,jalan suryopranoto,29.06,Rabu
202303,3/22/2023,jalan balikpapan,44.78,Rabu
202303,3/22/2023,jalan kyai caringin,37.09,Rabu
202303,3/22/2023,jalan tomang raya,28.97,Rabu
202303,3/22/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,34.82,Rabu
202303,3/22/2023,jalan gatot subroto,33.13,Rabu
202303,3/22/2023,jalan m.t. haryono,42.52,Rabu
202303,3/22/2023,jalan h.r. rasuna said,36.01,Rabu
202303,3/22/2023,jalan d.i. panjaitan,31.81,Rabu
202303,3/22/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,29.32,Rabu
202303,3/22/2023,jalan pramuka,26.67,Rabu
202303,3/22/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,38.96,Rabu
202303,3/22/2023,jalan kramat raya,40.71,Rabu
202303,3/22/2023,jalan st. senen,43.97,Rabu
202303,3/22/2023,jalan gunung sahari,25.53,Rabu
202303,3/23/2023,jalan pintu besar selatan,18.64,Kamis
202303,3/23/2023,jalan gajah mada,18.89,Kamis
202303,3/23/2023,jalan hayam wuruk,18.39,Kamis
202303,3/23/2023,jalan majapahit,30.79,Kamis
202303,3/23/2023,jalan medan merdeka barat,32.54,Kamis
202303,3/23/2023,jalan m.h. thamrin,32.04,Kamis
202303,3/23/2023,jalan jenderal sudirman,39.39,Kamis
202303,3/23/2023,jalan sisingamangaraja,36.25,Kamis
202303,3/23/2023,jalan panglima polim,28.35,Kamis
202303,3/23/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,28.53,Kamis
202303,3/23/2023,jalan suryopranoto,28.58,Kamis
202303,3/23/2023,jalan balikpapan,44.42,Kamis
202303,3/23/2023,jalan kyai caringin,37.91,Kamis
202303,3/23/2023,jalan tomang raya,28.45,Kamis
202303,3/23/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,34.5,Kamis
202303,3/21/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,30.1,Selasa
202303,3/21/2023,jalan gatot subroto,19.65,Selasa
202303,3/21/2023,jalan m.t. haryono,37.36,Selasa
202303,3/21/2023,jalan h.r. rasuna said,28.8,Selasa
202303,3/21/2023,jalan d.i. panjaitan,28.3,Selasa
202303,3/23/2023,jalan pramuka,28.27,Kamis
202303,3/23/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,40.01,Kamis
202303,3/23/2023,jalan kramat raya,42.58,Kamis
202303,3/23/2023,jalan st. senen,44.23,Kamis
202303,3/23/2023,jalan gunung sahari,27.61,Kamis
202303,3/24/2023,jalan pintu besar selatan,16.2,Jumat
202303,3/24/2023,jalan gajah mada,16.18,Jumat
202303,3/24/2023,jalan hayam wuruk,16.21,Jumat
202303,3/24/2023,jalan majapahit,27.17,Jumat
202303,3/24/2023,jalan medan merdeka barat,31.27,Jumat
202303,3/24/2023,jalan m.h. thamrin,29.37,Jumat
202303,3/24/2023,jalan jenderal sudirman,33.51,Jumat
202303,3/24/2023,jalan sisingamangaraja,35.87,Jumat
202303,3/24/2023,jalan panglima polim,27.33,Jumat
202303,3/24/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,25.47,Jumat
202303,3/24/2023,jalan suryopranoto,27.5,Jumat
202303,3/24/2023,jalan balikpapan,38.85,Jumat
202303,3/24/2023,jalan kyai caringin,34.3,Jumat
202303,3/24/2023,jalan tomang raya,24,Jumat
202303,3/24/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.34,Jumat
202303,3/24/2023,jalan gatot subroto,25.98,Jumat
202303,3/24/2023,jalan m.t. haryono,40.46,Jumat
202303,3/24/2023,jalan h.r. rasuna said,32.17,Jumat
202303,3/24/2023,jalan d.i. panjaitan,31.51,Jumat
202303,3/24/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.66,Jumat
202303,3/24/2023,jalan pramuka,26.8,Jumat
202303,3/24/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,34.85,Jumat
202303,3/24/2023,jalan kramat raya,36.67,Jumat
202303,3/24/2023,jalan st. senen,43.1,Jumat
202303,3/24/2023,jalan gunung sahari,26.93,Jumat
202303,3/25/2023,jalan pintu besar selatan,16.28,Sabtu
202303,3/25/2023,jalan gajah mada,16.63,Sabtu
202303,3/25/2023,jalan hayam wuruk,15.93,Sabtu
202303,3/25/2023,jalan majapahit,30.2,Sabtu
202303,3/25/2023,jalan medan merdeka barat,32,Sabtu
202303,3/25/2023,jalan m.h. thamrin,30.43,Sabtu
202303,3/25/2023,jalan jenderal sudirman,37.12,Sabtu
202303,3/25/2023,jalan sisingamangaraja,34.77,Sabtu
202303,3/25/2023,jalan panglima polim,25.96,Sabtu
202303,3/25/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,25.07,Sabtu
202303,3/25/2023,jalan suryopranoto,25.89,Sabtu
202303,3/25/2023,jalan balikpapan,42.83,Sabtu
202303,3/25/2023,jalan kyai caringin,35.83,Sabtu
202303,3/25/2023,jalan tomang raya,25.1,Sabtu
202303,3/25/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,33.07,Sabtu
202303,3/25/2023,jalan gatot subroto,31.82,Sabtu
202303,3/25/2023,jalan m.t. haryono,41.31,Sabtu
202303,3/23/2023,jalan gatot subroto,34.09,Kamis
202303,3/23/2023,jalan m.t. haryono,44.79,Kamis
202303,3/23/2023,jalan h.r. rasuna said,35.91,Kamis
202303,3/23/2023,jalan d.i. panjaitan,33.54,Kamis
202303,3/23/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,30.15,Kamis
202303,3/25/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,34.98,Sabtu
202303,3/25/2023,jalan kramat raya,38.57,Sabtu
202303,3/25/2023,jalan st. senen,41.47,Sabtu
202303,3/25/2023,jalan gunung sahari,27.27,Sabtu
202303,3/26/2023,jalan pintu besar selatan,18.34,Minggu
202303,3/26/2023,jalan gajah mada,19.13,Minggu
202303,3/26/2023,jalan hayam wuruk,17.54,Minggu
202303,3/26/2023,jalan majapahit,30.58,Minggu
202303,3/26/2023,jalan medan merdeka barat,31.51,Minggu
202303,3/26/2023,jalan m.h. thamrin,29.86,Minggu
202303,3/26/2023,jalan jenderal sudirman,36.24,Minggu
202303,3/26/2023,jalan sisingamangaraja,32.58,Minggu
202303,3/26/2023,jalan panglima polim,27.75,Minggu
202303,3/26/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,27.45,Minggu
202303,3/26/2023,jalan suryopranoto,27.44,Minggu
202303,3/26/2023,jalan balikpapan,44.25,Minggu
202303,3/26/2023,jalan kyai caringin,35.88,Minggu
202303,3/26/2023,jalan tomang raya,28.34,Minggu
202303,3/26/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,35.25,Minggu
202303,3/26/2023,jalan gatot subroto,34.18,Minggu
202303,3/26/2023,jalan m.t. haryono,44.33,Minggu
202303,3/26/2023,jalan h.r. rasuna said,35.1,Minggu
202303,3/26/2023,jalan d.i. panjaitan,32.43,Minggu
202303,3/26/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,29.72,Minggu
202303,3/26/2023,jalan pramuka,27.18,Minggu
202303,3/26/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,38.5,Minggu
202303,3/26/2023,jalan kramat raya,40.77,Minggu
202303,3/26/2023,jalan st. senen,43.98,Minggu
202303,3/26/2023,jalan gunung sahari,25.72,Minggu
202303,3/27/2023,jalan pintu besar selatan,17.85,Senin
202303,3/27/2023,jalan gajah mada,19.14,Senin
202303,3/27/2023,jalan hayam wuruk,16.55,Senin
202303,3/27/2023,jalan majapahit,27.05,Senin
202303,3/27/2023,jalan medan merdeka barat,30.05,Senin
202303,3/27/2023,jalan m.h. thamrin,28.22,Senin
202303,3/27/2023,jalan jenderal sudirman,30.76,Senin
202303,3/27/2023,jalan sisingamangaraja,34.29,Senin
202303,3/27/2023,jalan panglima polim,26.42,Senin
202303,3/27/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.83,Senin
202303,3/27/2023,jalan suryopranoto,25.78,Senin
202303,3/27/2023,jalan balikpapan,38.4,Senin
202303,3/27/2023,jalan kyai caringin,33.06,Senin
202303,3/27/2023,jalan tomang raya,23.02,Senin
202303,3/27/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,29.96,Senin
202303,3/27/2023,jalan gatot subroto,23.26,Senin
202303,3/27/2023,jalan m.t. haryono,37.19,Senin
202303,3/27/2023,jalan h.r. rasuna said,30.78,Senin
202303,3/25/2023,jalan h.r. rasuna said,33.94,Sabtu
202303,3/25/2023,jalan d.i. panjaitan,30.62,Sabtu
202303,3/25/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.79,Sabtu
202303,3/25/2023,jalan pramuka,25.56,Sabtu
202303,3/5/2023,jalan panglima polim,25.28,Minggu
202303,3/5/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,25.99,Minggu
202303,3/5/2023,jalan suryopranoto,26.18,Minggu
202303,3/5/2023,jalan balikpapan,43.03,Minggu
202303,3/5/2023,jalan kyai caringin,32.06,Minggu
202303,3/5/2023,jalan tomang raya,25.01,Minggu
202303,3/5/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,32.49,Minggu
202303,3/5/2023,jalan gatot subroto,30.02,Minggu
202303,3/5/2023,jalan m.t. haryono,39.74,Minggu
202303,3/5/2023,jalan h.r. rasuna said,33.6,Minggu
202303,3/5/2023,jalan d.i. panjaitan,29.35,Minggu
202303,3/5/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.3,Minggu
202303,3/5/2023,jalan pramuka,24.66,Minggu
202303,3/5/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,35.37,Minggu
202303,3/5/2023,jalan kramat raya,37.19,Minggu
202303,3/5/2023,jalan st. senen,40.85,Minggu
202303,3/5/2023,jalan gunung sahari,25.57,Minggu
202303,3/6/2023,jalan pintu besar selatan,19.77,Senin
202303,3/6/2023,jalan gajah mada,18.12,Senin
202303,3/6/2023,jalan hayam wuruk,21.42,Senin
202303,3/6/2023,jalan majapahit,26.18,Senin
202303,3/6/2023,jalan medan merdeka barat,31.18,Senin
202303,3/6/2023,jalan m.h. thamrin,26.24,Senin
202303,3/6/2023,jalan jenderal sudirman,30.25,Senin
202303,3/6/2023,jalan sisingamangaraja,35.07,Senin
202303,3/6/2023,jalan panglima polim,25.86,Senin
202303,3/6/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,22.86,Senin
202303,3/6/2023,jalan suryopranoto,26.53,Senin
202303,3/6/2023,jalan balikpapan,37.74,Senin
202303,3/6/2023,jalan kyai caringin,33.05,Senin
202303,3/6/2023,jalan tomang raya,21.36,Senin
202303,3/6/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.09,Senin
202303,3/6/2023,jalan gatot subroto,24.47,Senin
202303,3/6/2023,jalan m.t. haryono,36.62,Senin
202303,3/6/2023,jalan h.r. rasuna said,31.68,Senin
202303,3/6/2023,jalan d.i. panjaitan,29.15,Senin
202303,3/6/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.37,Senin
202303,3/6/2023,jalan pramuka,24.77,Senin
202303,3/6/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,30.18,Senin
202303,3/6/2023,jalan kramat raya,34.32,Senin
202303,3/6/2023,jalan st. senen,40.1,Senin
202303,3/6/2023,jalan gunung sahari,26.34,Senin
202303,3/7/2023,jalan pintu besar selatan,18.67,Selasa
202303,3/7/2023,jalan gajah mada,16.32,Selasa
202303,3/7/2023,jalan hayam wuruk,21.03,Selasa
202303,3/7/2023,jalan majapahit,26.29,Selasa
202303,3/5/2023,jalan hayam wuruk,19.87,Minggu
202303,3/5/2023,jalan majapahit,29.49,Minggu
202303,3/5/2023,jalan medan merdeka barat,29.26,Minggu
202303,3/5/2023,jalan m.h. thamrin,25.57,Minggu
202303,3/5/2023,jalan jenderal sudirman,33.13,Minggu
202303,3/5/2023,jalan sisingamangaraja,29,Minggu
202303,3/7/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,20.97,Selasa
202303,3/7/2023,jalan suryopranoto,25.73,Selasa
202303,3/7/2023,jalan balikpapan,37.52,Selasa
202303,3/7/2023,jalan kyai caringin,33.17,Selasa
202303,3/7/2023,jalan tomang raya,21.74,Selasa
202303,3/7/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.67,Selasa
202303,3/7/2023,jalan gatot subroto,24.13,Selasa
202303,3/7/2023,jalan m.t. haryono,37.37,Selasa
202303,3/7/2023,jalan h.r. rasuna said,30.91,Selasa
202303,3/7/2023,jalan d.i. panjaitan,28.95,Selasa
202303,3/7/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,28.05,Selasa
202303,3/7/2023,jalan pramuka,24.56,Selasa
202303,3/7/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,30.43,Selasa
202303,3/7/2023,jalan kramat raya,33.55,Selasa
202303,3/7/2023,jalan st. senen,39.56,Selasa
202303,3/7/2023,jalan gunung sahari,27.35,Selasa
202303,3/8/2023,jalan pintu besar selatan,17.72,Rabu
202303,3/8/2023,jalan gajah mada,16.55,Rabu
202303,3/8/2023,jalan hayam wuruk,18.88,Rabu
202303,3/8/2023,jalan majapahit,21.72,Rabu
202303,3/8/2023,jalan medan merdeka barat,29.34,Rabu
202303,3/8/2023,jalan m.h. thamrin,29.97,Rabu
202303,3/8/2023,jalan jenderal sudirman,29.33,Rabu
202303,3/8/2023,jalan sisingamangaraja,32.56,Rabu
202303,3/8/2023,jalan panglima polim,25.53,Rabu
202303,3/8/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,20.18,Rabu
202303,3/8/2023,jalan suryopranoto,23.57,Rabu
202303,3/8/2023,jalan balikpapan,35.18,Rabu
202303,3/8/2023,jalan kyai caringin,32.49,Rabu
202303,3/8/2023,jalan tomang raya,21.57,Rabu
202303,3/8/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,30.09,Rabu
202303,3/8/2023,jalan gatot subroto,23.42,Rabu
202303,3/8/2023,jalan m.t. haryono,38.05,Rabu
202303,3/8/2023,jalan h.r. rasuna said,29.16,Rabu
202303,3/8/2023,jalan d.i. panjaitan,29.21,Rabu
202303,3/8/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.34,Rabu
202303,3/8/2023,jalan pramuka,24.56,Rabu
202303,3/8/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,30.02,Rabu
202303,3/8/2023,jalan kramat raya,33.43,Rabu
202303,3/8/2023,jalan st. senen,38.46,Rabu
202303,3/8/2023,jalan gunung sahari,25.34,Rabu
202303,3/9/2023,jalan pintu besar selatan,16.64,Kamis
202303,3/9/2023,jalan gajah mada,17.38,Kamis
202303,3/9/2023,jalan hayam wuruk,15.89,Kamis
202303,3/9/2023,jalan majapahit,24.82,Kamis
202303,3/9/2023,jalan medan merdeka barat,29.6,Kamis
202303,3/9/2023,jalan m.h. thamrin,25.6,Kamis
202303,3/7/2023,jalan medan merdeka barat,30.44,Selasa
202303,3/7/2023,jalan m.h. thamrin,26.7,Selasa
202303,3/7/2023,jalan jenderal sudirman,28.41,Selasa
202303,3/7/2023,jalan sisingamangaraja,32.94,Selasa
202303,3/7/2023,jalan panglima polim,25.92,Selasa
202303,3/9/2023,jalan suryopranoto,23.45,Kamis
202303,3/9/2023,jalan balikpapan,35.51,Kamis
202303,3/9/2023,jalan kyai caringin,28.02,Kamis
202303,3/9/2023,jalan tomang raya,19.46,Kamis
202303,3/9/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,28.82,Kamis
202303,3/9/2023,jalan gatot subroto,21.89,Kamis
202303,3/9/2023,jalan m.t. haryono,36.51,Kamis
202303,3/9/2023,jalan h.r. rasuna said,27.43,Kamis
202303,3/9/2023,jalan d.i. panjaitan,28.63,Kamis
202303,3/9/2023,jalan jenderal a. yani mulai dari simpang jalan bekasi timur raya sampai dengan simpang jalan perintis kemerdekaan,27.05,Kamis
202303,3/9/2023,jalan pramuka,24.82,Kamis
202303,3/9/2023,jalan salemba raya sisi barat dan jalan salemba raya sisi timur mulai dari simpang jalan paseban raya sampai dengan simpang jalan diponegoro,28.45,Kamis
202303,3/9/2023,jalan kramat raya,32.48,Kamis
202303,3/9/2023,jalan st. senen,38.72,Kamis
202303,3/9/2023,jalan gunung sahari,24.86,Kamis
202303,3/10/2023,jalan pintu besar selatan,17.07,Jumat
202303,3/10/2023,jalan gajah mada,16.43,Jumat
202303,3/10/2023,jalan hayam wuruk,17.72,Jumat
202303,3/10/2023,jalan majapahit,26.36,Jumat
202303,3/10/2023,jalan medan merdeka barat,31.01,Jumat
202303,3/10/2023,jalan m.h. thamrin,28.23,Jumat
202303,3/10/2023,jalan jenderal sudirman,29.52,Jumat
202303,3/10/2023,jalan sisingamangaraja,33.88,Jumat
202303,3/10/2023,jalan panglima polim,25.32,Jumat
202303,3/10/2023,jalan fatmawati mulai dari simpang jalan ketimun 1 sampai dengan simpang jalan tb simatupang,21.69,Jumat
202303,3/10/2023,jalan suryopranoto,25.98,Jumat
202303,3/10/2023,jalan balikpapan,37.91,Jumat
202303,3/10/2023,jalan kyai caringin,33.22,Jumat
202303,3/10/2023,jalan tomang raya,22.9,Jumat
202303,3/10/2023,jalan jenderal s. parman mulai dari simpang jalan tomang raya sampai dengan jalan gatot subroto,31.64,Jumat
202303,3/10/2023,jalan gatot subroto,22.99,Jumat
202303,3/10/2023,jalan m.t. haryono,37.4,Jumat
